1531358972 869242 SNAPSHOT ni1901 | 111370 111400 |   6 x   4 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358973 237180 SNAPSHOT ni1901 | 111370 111400 |   6 x   5 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358973 655181 SNAPSHOT ni1901 | 111370 111410 |   6 x   7 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358974 195181 SNAPSHOT ni1901 | 111370 111410 |   6 x   5 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358974 679878 SNAPSHOT ni1901 | 111370 111410 |   6 x   6 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358975 233245 SNAPSHOT ni1901 | 111370 111410 |   6 x  11 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358975 671235 SNAPSHOT ni1901 | 111370 111410 |   6 x   9 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358976 719179 SNAPSHOT ni1901 | 111370 111410 |   6 x  11 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358978 185237 SNAPSHOT ni1901 | 111370 111410 |   6 x   5 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358978 868797 SNAPSHOT ni1901 | 111370 111420 |   6 x   4 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358979 242235 SNAPSHOT ni1901 | 111370 111420 |   6 x  11 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358980 218179 SNAPSHOT ni1901 | 111370 111420 |   6 x  11 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358984 205235 SNAPSHOT ni1901 | 111370 111420 |   6 x  11 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358984 717237 SNAPSHOT ni1901 | 111380 111420 |   1 x   5 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358985 242250 SNAPSHOT ni1901 | 111380 111430 |   1 x   4 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358985 739240 SNAPSHOT ni1901 | 111380 111430 |   1 x  11 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358986 211182 SNAPSHOT ni1901 | 111380 111420 |   1 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358986 720186 SNAPSHOT ni1901 | 111380 111420 |   1 x   5 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358987 243336 SNAPSHOT ni1901 | 111380 111440 |   1 x   9 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358987 698235 SNAPSHOT ni1901 | 111390 111430 |   1 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358988 181237 SNAPSHOT ni1901 | 111390 111430 |   2 x   5 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358988 670180 SNAPSHOT ni1901 | 111390 111440 |   2 x   5 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358989 211179 SNAPSHOT ni1901 | 111390 111440 |   2 x   6 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358989 746237 SNAPSHOT ni1901 | 111390 111440 |   2 x   5 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358990 200181 SNAPSHOT ni1901 | 111390 111450 |   2 x  10 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358990 667180 SNAPSHOT ni1901 | 111400 111440 |   1 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358991 238235 SNAPSHOT ni1901 | 111390 111440 |   4 x   5 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358991 772177 SNAPSHOT ni1901 | 111400 111450 |   2 x   6 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358992 232235 SNAPSHOT ni1901 | 111410 111450 |   3 x   6 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358993 250282 SNAPSHOT ni1901 | 111410 111450 |   3 x   6 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358993 700176 SNAPSHOT ni1901 | 111410 111450 |   3 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358994 124239 SNAPSHOT ni1901 | 111420 111450 |   2 x   6 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111380 0 27870 M 3089682480 67586
1531358994 735177 SNAPSHOT ni1901 | 111420 111450 |   1 x   6 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111420 0 27872 M 3089905320 67584
1531358995 205235 SNAPSHOT ni1901 | 111410 111450 |   3 x  12 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111420 0 27872 M 3089905320 67584
1531358997 209271 SNAPSHOT ni1901 | 111410 111450 |   3 x  10 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111420 0 27872 M 3089905320 67584
1531358997 227179 SNAPSHOT ni1901 | 111410 111450 |   3 x  12 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111420 0 27872 M 3089905320 67584
1531358997 847271 SNAPSHOT ni1901 | 111410 111450 |   3 x  10 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111420 0 27872 M 3089905320 67584
1531358998 194179 SNAPSHOT ni1901 | 111410 111450 |   3 x  12 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111420 0 27872 M 3089905320 67584
1531358998 679180 SNAPSHOT ni1901 | 111410 111440 |   1 x   6 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111420 0 27872 M 3089905320 67584
1531358999 179789 SNAPSHOT ni1901 | 111400 111410 |   5 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111420 0 27872 M 3089905320 67584
1531358999 674321 SNAPSHOT ni1901 | 111400 111410 |   5 x   5 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111420 0 27872 M 3089905320 67584
1531359000 210237 SNAPSHOT ni1901 | 111400 111440 |   5 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111410 0 27882 M 3091019420 67584
1531359000 738235 SNAPSHOT ni1901 | 111400 111440 |   5 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111410 0 27882 M 3091019420 67584
1531359001 774194 SNAPSHOT ni1901 | 111400 111440 |   5 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111410 0 27882 M 3091019420 67584
1531359003 358266 SNAPSHOT ni1901 | 111400 111440 |   5 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111410 0 27882 M 3091019420 67584
1531359003 750235 SNAPSHOT ni1901 | 111400 111440 |   5 x   8 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111410 0 27882 M 3091019420 67584
1531359004 267387 SNAPSHOT ni1901 | 111400 111440 |   5 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111410 0 27882 M 3091019420 67584
1531359004 789189 SNAPSHOT ni1901 | 111400 111430 |   5 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111410 0 27882 M 3091019420 67584
1531359005 324245 SNAPSHOT ni1901 | 111400 111440 |   5 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111410 0 27882 M 3091019420 67584
1531359005 801185 SNAPSHOT ni1901 | 111400 111440 |   5 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111410 0 27882 M 3091019420 67584
1531359007 207236 SNAPSHOT ni1901 | 111400 111440 |   5 x   8 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111410 0 27882 M 3091019420 67584
1531359007 779239 SNAPSHOT ni1901 | 111400 111440 |   5 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111410 0 27882 M 3091019420 67584
1531359009 271180 SNAPSHOT ni1901 | 111400 111440 |   5 x   4 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111410 0 27882 M 3091019420 67584
1531359014 238185 SNAPSHOT ni1901 | 111410 111440 |   1 x   6 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111400 0 27888 M 3091687820 67584
1531359014 695176 SNAPSHOT ni1901 | 111410 111440 |   1 x  10 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111400 0 27888 M 3091687820 67584
1531359015 187238 SNAPSHOT ni1901 | 111400 111430 |   2 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111400 0 27890 M 3091910620 67586
1531359015 746238 SNAPSHOT ni1901 | 111400 111430 |   2 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111400 0 27890 M 3091910620 67586
1531359017 788236 SNAPSHOT ni1901 | 111400 111430 |   4 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111400 0 27890 M 3091910620 67586
1531359019 210734 SNAPSHOT ni1901 | 111400 111430 |   4 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111400 0 27890 M 3091910620 67586
1531359019 798176 SNAPSHOT ni1901 | 111400 111430 |   4 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111400 0 27890 M 3091910620 67586
1531359021 369181 SNAPSHOT ni1901 | 111410 111440 |  11 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111430 0 27892 M 3092133480 67584
1531359021 760233 SNAPSHOT ni1901 | 111430 111440 |   1 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111430 0 27892 M 3092133480 67584
1531359022 271177 SNAPSHOT ni1901 | 111450 111460 |   2 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27898 M 3092802140 67588
1531359022 779177 SNAPSHOT ni1901 | 111440 111460 |   1 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27898 M 3092802140 67588
1531359023 266177 SNAPSHOT ni1901 | 111400 111470 |   2 x  18 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27900 M 3093025060 67588
1531359023 796897 SNAPSHOT ni1901 | 111450 111470 |   8 x  18 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27900 M 3093025060 67588
1531359024 316018 SNAPSHOT ni1901 | 111460 111470 |   5 x   4 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111470 0 27928 M 3096146220 67604
1531359024 875181 SNAPSHOT ni1901 | 111480 111500 |   1 x   3 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111470 0 27936 M 3097037980 67612
1531359025 385178 SNAPSHOT ni1901 | 111470 111500 |   4 x   9 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111470 0 27936 M 3097037980 67612
1531359025 984297 SNAPSHOT ni1901 | 111460 111500 |   5 x   3 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111470 0 27936 M 3097037980 67612
1531359026 231181 SNAPSHOT ni1901 | 111470 111500 |   1 x   3 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111470 0 27936 M 3097037980 67612
1531359026 743180 SNAPSHOT ni1901 | 111470 111500 |   3 x   3 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111470 0 27936 M 3097037980 67612
1531359027 237177 SNAPSHOT ni1901 | 111470 111500 |   6 x   3 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111470 0 27936 M 3097037980 67612
1531359027 768234 SNAPSHOT ni1901 | 111470 111500 |   6 x   3 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111470 0 27936 M 3097037980 67612
1531359028 710177 SNAPSHOT ni1901 | 111470 111500 |   6 x   3 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111470 0 27936 M 3097037980 67612
1531359029 359233 SNAPSHOT ni1901 | 111470 111500 |   1 x   5 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111470 0 27936 M 3097037980 67612
1531359029 788180 SNAPSHOT ni1901 | 111470 111500 |   1 x   3 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111470 0 27936 M 3097037980 67612
1531359030 347235 SNAPSHOT ni1901 | 111470 111500 |   1 x   5 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111470 0 27936 M 3097037980 67612
1531359032 832235 SNAPSHOT ni1901 | 111470 111490 |   1 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111470 0 27936 M 3097037980 67612
1531359033 323177 SNAPSHOT ni1901 | 111450 111490 |   4 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27948 M 3098375520 67610
1531359033 790237 SNAPSHOT ni1901 | 111430 111480 |   1 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27948 M 3098375520 67610
1531359034 227176 SNAPSHOT ni1901 | 111430 111470 |   1 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27948 M 3098375520 67610
1531359034 752233 SNAPSHOT ni1901 | 111430 111500 |   1 x   5 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27948 M 3098375520 67610
1531359035 211233 SNAPSHOT ni1901 | 111440 111480 |   3 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27948 M 3098375520 67610
1531359035 790176 SNAPSHOT ni1901 | 111440 111480 |   2 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27948 M 3098375520 67610
1531359036 311336 SNAPSHOT ni1901 | 111450 111500 |   9 x   5 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27948 M 3098375520 67610
1531359036 881176 SNAPSHOT ni1901 | 111450 111480 |   9 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27948 M 3098375520 67610
1531359037 337235 SNAPSHOT ni1901 | 111450 111490 |   9 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27948 M 3098375520 67610
1531359037 785234 SNAPSHOT ni1901 | 111450 111470 |   3 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27948 M 3098375520 67610
1531359038 243235 SNAPSHOT ni1901 | 111450 111490 |   3 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27948 M 3098375520 67610
1531359038 746193 SNAPSHOT ni1901 | 111450 111490 |   3 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27948 M 3098375520 67610
1531359041 742179 SNAPSHOT ni1901 | 111450 111490 |   3 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27948 M 3098375520 67610
1531359042 197180 SNAPSHOT ni1901 | 111450 111480 |   3 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27948 M 3098375520 67610
1531359042 778242 SNAPSHOT ni1901 | 111450 111490 |   3 x   6 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111460 0 27948 M 3098375520 67610
1531359043 257185 SNAPSHOT ni1901 | 111440 111490 |   2 x   6 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359043 748360 SNAPSHOT ni1901 | 111440 111480 |   2 x   7 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359044 287184 SNAPSHOT ni1901 | 111440 111470 |   2 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359044 847180 SNAPSHOT ni1901 | 111440 111500 |   2 x   5 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359045 352241 SNAPSHOT ni1901 | 111450 111490 |   1 x  13 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359045 792181 SNAPSHOT ni1901 | 111440 111490 |   2 x  11 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359046 396295 SNAPSHOT ni1901 | 111440 111490 |   2 x  13 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359046 725236 SNAPSHOT ni1901 | 111440 111490 |   2 x  13 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359050 938201 SNAPSHOT ni1901 | 111440 111490 |   2 x   8 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359051 208234 SNAPSHOT ni1901 | 111440 111490 |   2 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359051 716235 SNAPSHOT ni1901 | 111440 111480 |   2 x   7 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359052 248237 SNAPSHOT ni1901 | 111440 111480 |   2 x   6 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359054 725234 SNAPSHOT ni1901 | 111440 111490 |   2 x   4 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359055 234236 SNAPSHOT ni1901 | 111440 111490 |   2 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359055 723179 SNAPSHOT ni1901 | 111450 111500 |   6 x   7 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359056 220243 SNAPSHOT ni1901 | 111450 111490 |   6 x   6 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359057 753180 SNAPSHOT ni1901 | 111450 111480 |   6 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27954 M 3099044220 67604
1531359058 220181 SNAPSHOT ni1901 | 111450 111480 |   3 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27960 M 3099712920 67604
1531359058 913265 SNAPSHOT ni1901 | 111450 111480 |   2 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27962 M 3099935820 67604
1531359059 272175 SNAPSHOT ni1901 | 111450 111480 |   2 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27962 M 3099935820 67604
1531359060 801238 SNAPSHOT ni1901 | 111440 111480 |   2 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27962 M 3099935820 67604
1531359061 809196 SNAPSHOT ni1901 | 111450 111480 |   4 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27962 M 3099935820 67604
1531359062 224236 SNAPSHOT ni1901 | 111460 111480 |   1 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111450 0 27962 M 3099935820 67604
1531359062 709178 SNAPSHOT ni1901 | 111460 111500 |   1 x   5 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111480 0 27964 M 3100158780 67606
1531359063 240238 SNAPSHOT ni1901 | 111460 111500 |   1 x   3 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111480 0 27964 M 3100158780 67606
1531359063 742184 SNAPSHOT ni1901 | 111460 111500 |   1 x   3 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111480 0 27964 M 3100158780 67606
1531359064 820104 SNAPSHOT ni1901 | 111460 111540 |   1 x   1 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111500 0 27970 M 3100827780 67602
1531359065 365180 SNAPSHOT ni1901 | 111500 111540 |   1 x   7 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111500 0 27970 M 3100827780 67602
1531359065 956179 SNAPSHOT ni1901 | 111500 111550 |   1 x   2 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 0 0 |   0 x   0 | 111500 0 27970 M 3100827780 67602
